Age,Premium,Plan,PlanIndex,Gender
85,"15,367","AXA安盛守慧醫療保障",6,Male
86,"15,430","AXA安盛守慧醫療保障",6,Male
87,"15,490","AXA安盛守慧醫療保障",6,Male
88,"15,553","AXA安盛守慧醫療保障",6,Male
89,"15,631","AXA安盛守慧醫療保障",6,Male
90,"15,709","AXA安盛守慧醫療保障",6,Male
91,"15,789","AXA安盛守慧醫療保障",6,Male
92,"15,866","AXA安盛守慧醫療保障",6,Male
93,"15,944","AXA安盛守慧醫療保障",6,Male
94,"16,025","AXA安盛守慧醫療保障",6,Male
95,"16,104","AXA安盛守慧醫療保障",6,Male
96,"16,182","AXA安盛守慧醫療保障",6,Male
97,"16,264","AXA安盛守慧醫療保障",6,Male
98,"16,345","AXA安盛守慧醫療保障",6,Male
99,"16,427","AXA安盛守慧醫療保障",6,Male
0,"2,832",AXA安盛保險守慧醫療保障,7,Male
1,"2,832",AXA安盛保險守慧醫療保障,7,Male
2,"2,832",AXA安盛保險守慧醫療保障,7,Male
3,"2,832",AXA安盛保險守慧醫療保障,7,Male
4,"2,832",AXA安盛保險守慧醫療保障,7,Male
5,"1,591",AXA安盛保險守慧醫療保障,7,Male
6,"1,591",AXA安盛保險守慧醫療保障,7,Male
7,"1,591",AXA安盛保險守慧醫療保障,7,Male
8,"1,591",AXA安盛保險守慧醫療保障,7,Male
9,"1,591",AXA安盛保險守慧醫療保障,7,Male
10,"1,379",AXA安盛保險守慧醫療保障,7,Male
11,"1,400",AXA安盛保險守慧醫療保障,7,Male
12,"1,420",AXA安盛保險守慧醫療保障,7,Male
13,"1,441",AXA安盛保險守慧醫療保障,7,Male
14,"1,462",AXA安盛保險守慧醫療保障,7,Male
15,"1,482",AXA安盛保險守慧醫療保障,7,Male
16,"1,503",AXA安盛保險守慧醫療保障,7,Male
17,"1,524",AXA安盛保險守慧醫療保障,7,Male
18,"1,544",AXA安盛保險守慧醫療保障,7,Male
19,"1,565",AXA安盛保險守慧醫療保障,7,Male
20,"1,585",AXA安盛保險守慧醫療保障,7,Male
21,"1,606",AXA安盛保險守慧醫療保障,7,Male
22,"1,627",AXA安盛保險守慧醫療保障,7,Male
23,"1,647",AXA安盛保險守慧醫療保障,7,Male
24,"1,668",AXA安盛保險守慧醫療保障,7,Male
25,"1,689",AXA安盛保險守慧醫療保障,7,Male
26,"1,757",AXA安盛保險守慧醫療保障,7,Male
27,"1,816",AXA安盛保險守慧醫療保障,7,Male
28,"1,888",AXA安盛保險守慧醫療保障,7,Male
29,"1,944",AXA安盛保險守慧醫療保障,7,Male
30,"1,996",AXA安盛保險守慧醫療保障,7,Male
31,"2,044",AXA安盛保險守慧醫療保障,7,Male
32,"2,097",AXA安盛保險守慧醫療保障,7,Male
33,"2,140",AXA安盛保險守慧醫療保障,7,Male
34,"2,199",AXA安盛保險守慧醫療保障,7,Male
35,"2,270",AXA安盛保險守慧醫療保障,7,Male
36,"2,352",AXA安盛保險守慧醫療保障,7,Male
37,"2,438",AXA安盛保險守慧醫療保障,7,Male
38,"2,576",AXA安盛保險守慧醫療保障,7,Male
39,"2,689",AXA安盛保險守慧醫療保障,7,Male
40,"2,852",AXA安盛保險守慧醫療保障,7,Male
41,"2,984",AXA安盛保險守慧醫療保障,7,Male
42,"3,113",AXA安盛保險守慧醫療保障,7,Male
43,"3,271",AXA安盛保險守慧醫療保障,7,Male
44,"3,427",AXA安盛保險守慧醫療保障,7,Male
45,"3,586",AXA安盛保險守慧醫療保障,7,Male
46,"3,681",AXA安盛保險守慧醫療保障,7,Male
47,"3,789",AXA安盛保險守慧醫療保障,7,Male
48,"3,931",AXA安盛保險守慧醫療保障,7,Male
49,"4,032",AXA安盛保險守慧醫療保障,7,Male
50,"4,279",AXA安盛保險守慧醫療保障,7,Male
51,"4,539",AXA安盛保險守慧醫療保障,7,Male
52,"4,795",AXA安盛保險守慧醫療保障,7,Male
53,"5,034",AXA安盛保險守慧醫療保障,7,Male
54,"5,287",AXA安盛保險守慧醫療保障,7,Male
55,"5,558",AXA安盛保險守慧醫療保障,7,Male
56,"5,849",AXA安盛保險守慧醫療保障,7,Male
57,"6,168",AXA安盛保險守慧醫療保障,7,Male
58,"6,612",AXA安盛保險守慧醫療保障,7,Male
59,"7,069",AXA安盛保險守慧醫療保障,7,Male
60,"7,511",AXA安盛保險守慧醫療保障,7,Male
61,"7,937",AXA安盛保險守慧醫療保障,7,Male
62,"8,348",AXA安盛保險守慧醫療保障,7,Male
63,"8,687",AXA安盛保險守慧醫療保障,7,Male
64,"9,026",AXA安盛保險守慧醫療保障,7,Male
65,"9,381",AXA安盛保險守慧醫療保障,7,Male
66,"9,751",AXA安盛保險守慧醫療保障,7,Male
67,"10,137",AXA安盛保險守慧醫療保障,7,Male
68,"10,553",AXA安盛保險守慧醫療保障,7,Male
69,"11,199",AXA安盛保險守慧醫療保障,7,Male
70,"11,874",AXA安盛保險守慧醫療保障,7,Male
71,"12,594",AXA安盛保險守慧醫療保障,7,Male
72,"13,349",AXA安盛保險守慧醫療保障,7,Male
73,"13,980",AXA安盛保險守慧醫療保障,7,Male
74,"14,308",AXA安盛保險守慧醫療保障,7,Male
75,"14,578",AXA安盛保險守慧醫療保障,7,Male
76,"14,777",AXA安盛保險守慧醫療保障,7,Male
77,"14,911",AXA安盛保險守慧醫療保障,7,Male
78,"15,010",AXA安盛保險守慧醫療保障,7,Male
79,"15,124",AXA安盛保險守慧醫療保障,7,Male
80,"15,145",AXA安盛保險守慧醫療保障,7,Male
81,"15,165",AXA安盛保險守慧醫療保障,7,Male
82,"15,186",AXA安盛保險守慧醫療保障,7,Male
83,"15,248",AXA安盛保險守慧醫療保障,7,Male
84,"15,307",AXA安盛保險守慧醫療保障,7,Male
85,"15,367",AXA安盛保險守慧醫療保障,7,Male
86,"15,430",AXA安盛保險守慧醫療保障,7,Male
87,"15,490",AXA安盛保險守慧醫療保障,7,Male
88,"15,553",AXA安盛保險守慧醫療保障,7,Male
89,"15,631",AXA安盛保險守慧醫療保障,7,Male
90,"15,709",AXA安盛保險守慧醫療保障,7,Male
91,"15,789",AXA安盛保險守慧醫療保障,7,Male
92,"15,866",AXA安盛保險守慧醫療保障,7,Male
93,"15,944",AXA安盛保險守慧醫療保障,7,Male
94,"16,025",AXA安盛保險守慧醫療保障,7,Male
95,"16,104",AXA安盛保險守慧醫療保障,7,Male
96,"16,182",AXA安盛保險守慧醫療保障,7,Male
97,"16,264",AXA安盛保險守慧醫療保障,7,Male
98,"16,345",AXA安盛保險守慧醫療保障,7,Male
99,"16,427",AXA安盛保險守慧醫療保障,7,Male
1,"3,648",中銀標準自願醫保計劃認可產品,8,Male
2,"2,765",中銀標準自願醫保計劃認可產品,8,Male
3,"2,415",中銀標準自願醫保計劃認可產品,8,Male
4,"2,322",中銀標準自願醫保計劃認可產品,8,Male
5,"2,117",中銀標準自願醫保計劃認可產品,8,Male
6,"1,955",中銀標準自願醫保計劃認可產品,8,Male
7,"1,832",中銀標準自願醫保計劃認可產品,8,Male
8,"1,745",中銀標準自願醫保計劃認可產品,8,Male
9,"1,618",中銀標準自願醫保計劃認可產品,8,Male
10,"1,532",中銀標準自願醫保計劃認可產品,8,Male
11,"1,477",中銀標準自願醫保計劃認可產品,8,Male
12,"1,452",中銀標準自願醫保計劃認可產品,8,Male
13,"1,442",中銀標準自願醫保計劃認可產品,8,Male
14,"1,455",中銀標準自願醫保計劃認可產品,8,Male
15,"1,485",中銀標準自願醫保計劃認可產品,8,Male
16,"1,532",中銀標準自願醫保計劃認可產品,8,Male
17,"1,555",中銀標準自願醫保計劃認可產品,8,Male
18,"1,592",中銀標準自願醫保計劃認可產品,8,Male
19,"1,627",中銀標準自願醫保計劃認可產品,8,Male
20,"1,668",中銀標準自願醫保計劃認可產品,8,Male
21,"1,705",中銀標準自願醫保計劃認可產品,8,Male
22,"1,745",中銀標準自願醫保計劃認可產品,8,Male
23,"1,800",中銀標準自願醫保計劃認可產品,8,Male
24,"1,857",中銀標準自願醫保計劃認可產品,8,Male
25,"1,962",中銀標準自願醫保計劃認可產品,8,Male
26,"2,065",中銀標準自願醫保計劃認可產品,8,Male
27,"2,170",中銀標準自願醫保計劃認可產品,8,Male
28,"2,223",中銀標準自願醫保計劃認可產品,8,Male
29,"2,273",中銀標準自願醫保計劃認可產品,8,Male
30,"2,323",中銀標準自願醫保計劃認可產品,8,Male
31,"2,607",中銀標準自願醫保計劃認可產品,8,Male
32,"2,657",中銀標準自願醫保計劃認可產品,8,Male
33,"2,742",中銀標準自願醫保計劃認可產品,8,Male
34,"2,832",中銀標準自願醫保計劃認可產品,8,Male
35,"2,918",中銀標準自願醫保計劃認可產品,8,Male
36,"3,013",中銀標準自願醫保計劃認可產品,8,Male
37,"3,112",中銀標準自願醫保計劃認可產品,8,Male
38,"3,197",中銀標準自願醫保計劃認可產品,8,Male
39,"3,290",中銀標準自願醫保計劃認可產品,8,Male
40,"3,390",中銀標準自願醫保計劃認可產品,8,Male
41,"3,503",中銀標準自願醫保計劃認可產品,8,Male
42,"3,625",中銀標準自願醫保計劃認可產品,8,Male
43,"3,778",中銀標準自願醫保計劃認可產品,8,Male
44,"3,947",中銀標準自願醫保計劃認可產品,8,Male
45,"4,130",中銀標準自願醫保計劃認可產品,8,Male
46,"4,337",中銀標準自願醫保計劃認可產品,8,Male
47,"4,565",中銀標準自願醫保計劃認可產品,8,Male
48,"4,792",中銀標準自願醫保計劃認可產品,8,Male
49,"5,043",中銀標準自願醫保計劃認可產品,8,Male
50,"5,317",中銀標準自願醫保計劃認可產品,8,Male
51,"5,612",中銀標準自願醫保計劃認可產品,8,Male
52,"5,932",中銀標準自願醫保計劃認可產品,8,Male
53,"6,313",中銀標準自願醫保計劃認可產品,8,Male
54,"6,722",中銀標準自願醫保計劃認可產品,8,Male
55,"7,150",中銀標準自願醫保計劃認可產品,8,Male
56,"7,612",中銀標準自願醫保計劃認可產品,8,Male
57,"8,105",中銀標準自願醫保計劃認可產品,8,Male
58,"8,447",中銀標準自願醫保計劃認可產品,8,Male
59,"8,812",中銀標準自願醫保計劃認可產品,8,Male
60,"9,188",中銀標準自願醫保計劃認可產品,8,Male
61,"9,577",中銀標準自願醫保計劃認可產品,8,Male
62,"9,977",中銀標準自願醫保計劃認可產品,8,Male
63,"10,537",中銀標準自願醫保計劃認可產品,8,Male
64,"11,100",中銀標準自願醫保計劃認可產品,8,Male
65,"11,660",中銀標準自願醫保計劃認可產品,8,Male
66,"12,207",中銀標準自願醫保計劃認可產品,8,Male
67,"12,740",中銀標準自願醫保計劃認可產品,8,Male
68,"13,305",中銀標準自願醫保計劃認可產品,8,Male
69,"13,868",中銀標準自願醫保計劃認可產品,8,Male
70,"14,417",中銀標準自願醫保計劃認可產品,8,Male
71,"14,957",中銀標準自願醫保計劃認可產品,8,Male
72,"15,490",中銀標準自願醫保計劃認可產品,8,Male
73,"15,942",中銀標準自願醫保計劃認可產品,8,Male
74,"16,427",中銀標準自願醫保計劃認可產品,8,Male
75,"16,928",中銀標準自願醫保計劃認可產品,8,Male
76,"17,435",中銀標準自願醫保計劃認可產品,8,Male
77,"17,973",中銀標準自願醫保計劃認可產品,8,Male
78,"18,520",中銀標準自願醫保計劃認可產品,8,Male
79,"19,060",中銀標準自願醫保計劃認可產品,8,Male
80,"19,610",中銀標準自願醫保計劃認可產品,8,Male
81,"20,332",中銀標準自願醫保計劃認可產品,8,Male
82,"21,030",中銀標準自願醫保計劃認可產品,8,Male
83,"21,560",中銀標準自願醫保計劃認可產品,8,Male
84,"22,028",中銀標準自願醫保計劃認可產品,8,Male
85,"22,428",中銀標準自願醫保計劃認可產品,8,Male
86,"22,585",中銀標準自願醫保計劃認可產品,8,Male
87,"22,692",中銀標準自願醫保計劃認可產品,8,Male
88,"22,970",中銀標準自願醫保計劃認可產品,8,Male
89,"23,243",中銀標準自願醫保計劃認可產品,8,Male
90,"23,513",中銀標準自願醫保計劃認可產品,8,Male
91,"23,773",中銀標準自願醫保計劃認可產品,8,Male
92,"24,027",中銀標準自願醫保計劃認可產品,8,Male
93,"24,347",中銀標準自願醫保計劃認可產品,8,Male
94,"24,630",中銀標準自願醫保計劃認可產品,8,Male
95,"24,878",中銀標準自願醫保計劃認可產品,8,Male
96,"25,085",中銀標準自願醫保計劃認可產品,8,Male
97,"25,242",中銀標準自願醫保計劃認可產品,8,Male
98,"25,417",中銀標準自願醫保計劃認可產品,8,Male
99,"25,453",中銀標準自願醫保計劃認可產品,8,Male
1,"3,570",「只衛您」標準自願醫保計劃,9,Male
2,"3,070",「只衛您」標準自願醫保計劃,9,Male
3,"2,702",「只衛您」標準自願醫保計劃,9,Male
4,"2,378",「只衛您」標準自願醫保計劃,9,Male
5,"2,202",「只衛您」標準自願醫保計劃,9,Male
6,"2,095",「只衛您」標準自願醫保計劃,9,Male
7,"1,992",「只衛您」標準自願醫保計劃,9,Male
8,"1,895",「只衛您」標準自願醫保計劃,9,Male
9,"1,802",「只衛您」標準自願醫保計劃,9,Male
10,"1,773",「只衛您」標準自願醫保計劃,9,Male
11,"1,803",「只衛您」標準自願醫保計劃,9,Male
12,"1,833",「只衛您」標準自願醫保計劃,9,Male
13,"1,865",「只衛您」標準自願醫保計劃,9,Male
14,"1,897",「只衛您」標準自願醫保計劃,9,Male
15,"1,944",「只衛您」標準自願醫保計劃,9,Male
16,"2,008",「只衛您」標準自願醫保計劃,9,Male
17,"2,073",「只衛您」標準自願醫保計劃,9,Male
18,"2,141",「只衛您」標準自願醫保計劃,9,Male
19,"2,211",「只衛您」標準自願醫保計劃,9,Male
20,"2,258",「只衛您」標準自願醫保計劃,9,Male
21,"2,279",「只衛您」標準自願醫保計劃,9,Male
22,"2,300",「只衛您」標準自願醫保計劃,9,Male
23,"2,322",「只衛您」標準自願醫保計劃,9,Male
24,"2,344",「只衛您」標準自願醫保計劃,9,Male
25,"2,378",「只衛您」標準自願醫保計劃,9,Male
26,"2,422",「只衛您」標準自願醫保計劃,9,Male
27,"2,467",「只衛您」標準自願醫保計劃,9,Male
28,"2,514",「只衛您」標準自願醫保計劃,9,Male
29,"2,561",「只衛您」標準自願醫保計劃,9,Male
30,"2,623",「只衛您」標準自願醫保計劃,9,Male
31,"2,699",「只衛您」標準自願醫保計劃,9,Male
32,"2,778",「只衛您」標準自願醫保計劃,9,Male
33,"2,859",「只衛您」標準自願醫保計劃,9,Male
34,"2,943",「只衛您」標準自願醫保計劃,9,Male
35,"3,043",「只衛您」標準自願醫保計劃,9,Male
36,"3,162",「只衛您」標準自願醫保計劃,9,Male
37,"3,284",「只衛您」標準自願醫保計劃,9,Male
38,"3,411",「只衛您」標準自願醫保計劃,9,Male
39,"3,543",「只衛您」標準自願醫保計劃,9,Male
40,"3,703",「只衛您」標準自願醫保計劃,9,Male
41,"3,895",「只衛您」標準自願醫保計劃,9,Male
42,"4,096",「只衛您」標準自願醫保計劃,9,Male
43,"4,308",「只衛您」標準自願醫保計劃,9,Male
44,"4,530",「只衛您」標準自願醫保計劃,9,Male
45,"4,738",「只衛您」標準自願醫保計劃,9,Male
46,"4,930",「只衛您」標準自願醫保計劃,9,Male
47,"5,128",「只衛您」標準自願醫保計劃,9,Male
48,"5,336",「只衛您」標準自願醫保計劃,9,Male
49,"5,551",「只衛您」標準自願醫保計劃,9,Male
50,"5,837",「只衛您」標準自願醫保計劃,9,Male
51,"6,201",「只衛您」標準自願醫保計劃,9,Male
52,"6,587",「只衛您」標準自願醫保計劃,9,Male
53,"6,999",「只衛您」標準自願醫保計劃,9,Male
54,"7,435",「只衛您」標準自願醫保計劃,9,Male
55,"7,877",「只衛您」標準自願醫保計劃,9,Male
56,"8,323",「只衛您」標準自願醫保計劃,9,Male
57,"8,794",「只衛您」標準自願醫保計劃,9,Male
58,"9,292",「只衛您」標準自願醫保計劃,9,Male
59,"9,818",「只衛您」標準自願醫保計劃,9,Male
60,"10,282",「只衛您」標準自願醫保計劃,9,Male
61,"10,680",「只衛您」標準自願醫保計劃,9,Male
62,"11,092",「只衛您」標準自願醫保計劃,9,Male
63,"11,520",「只衛您」標準自願醫保計劃,9,Male
64,"11,965",「只衛您」標準自願醫保計劃,9,Male
65,"12,573",「只衛您」標準自願醫保計劃,9,Male
66,"13,360",「只衛您」標準自願醫保計劃,9,Male
67,"14,196",「只衛您」標準自願醫保計劃,9,Male
68,"15,085",「只衛您」標準自願醫保計劃,9,Male
69,"16,029",「只衛您」標準自願醫保計劃,9,Male
70,"16,748",「只衛您」標準自願醫保計劃,9,Male
71,"17,220",「只衛您」標準自願醫保計劃,9,Male
72,"17,705",「只衛您」標準自願醫保計劃,9,Male
73,"18,205",「只衛您」標準自願醫保計劃,9,Male
74,"18,718",「只衛您」標準自願醫保計劃,9,Male
75,"19,280",「只衛您」標準自願醫保計劃,9,Male
76,"19,858",「只衛您」標準自願醫保計劃,9,Male
77,"20,455",「只衛您」標準自願醫保計劃,9,Male
78,"21,068",「只衛您」標準自願醫保計劃,9,Male
79,"21,700",「只衛您」標準自願醫保計劃,9,Male
80,"22,351",「只衛您」標準自願醫保計劃,9,Male
81,"22,798",「只衛您」標準自願醫保計劃,9,Male
82,"23,254",「只衛您」標準自願醫保計劃,9,Male
83,"23,719",「只衛您」標準自願醫保計劃,9,Male
84,"24,194",「只衛您」標準自願醫保計劃,9,Male
85,"24,677",「只衛您」標準自願醫保計劃,9,Male
86,"24,924",「只衛您」標準自願醫保計劃,9,Male
87,"25,173",「只衛您」標準自願醫保計劃,9,Male
88,"25,425",「只衛您」標準自願醫保計劃,9,Male
89,"25,679",「只衛您」標準自願醫保計劃,9,Male
90,"25,936",「只衛您」標準自願醫保計劃,9,Male
91,"26,065",「只衛您」標準自願醫保計劃,9,Male
92,"26,196",「只衛您」標準自願醫保計劃,9,Male
93,"26,327",「只衛您」標準自願醫保計劃,9,Male
94,"26,458",「只衛您」標準自願醫保計劃,9,Male
95,"26,590",「只衛您」標準自願醫保計劃,9,Male
96,"26,723",「只衛您」標準自願醫保計劃,9,Male
97,"26,857",「只衛您」標準自願醫保計劃,9,Male
98,"26,991",「只衛您」標準自願醫保計劃,9,Male
99,"27,126",「只衛您」標準自願醫保計劃,9,Male
0,"4,200",「只衛您」標準自願醫保計劃,9,Male
1,"3,227",中銀人壽標準自願醫保,10,Male
2,"3,055",中銀人壽標準自願醫保,10,Male
3,"2,885",中銀人壽標準自願醫保,10,Male
4,"2,702",中銀人壽標準自願醫保,10,Male
5,"2,518",中銀人壽標準自願醫保,10,Male
6,"2,475",中銀人壽標準自願醫保,10,Male
7,"2,475",中銀人壽標準自願醫保,10,Male
8,"2,475",中銀人壽標準自願醫保,10,Male
9,"2,475",中銀人壽標準自願醫保,10,Male
10,"2,475",中銀人壽標準自願醫保,10,Male
11,"2,475",中銀人壽標準自願醫保,10,Male
12,"2,475",中銀人壽標準自願醫保,10,Male
13,"2,475",中銀人壽標準自願醫保,10,Male
14,"2,475",中銀人壽標準自願醫保,10,Male
15,"2,475",中銀人壽標準自願醫保,10,Male
16,"2,475",中銀人壽標準自願醫保,10,Male
17,"2,475",中銀人壽標準自願醫保,10,Male
18,"2,475.00",中銀人壽標準自願醫保,10,Male
19,"2,475.00",中銀人壽標準自願醫保,10,Male
20,"2,475.00",中銀人壽標準自願醫保,10,Male
21,"2,504.00",中銀人壽標準自願醫保,10,Male
22,"2,539.00",中銀人壽標準自願醫保,10,Male
23,"2,535.00",中銀人壽標準自願醫保,10,Male
24,"2,529.00",中銀人壽標準自願醫保,10,Male
25,"2,518.00",中銀人壽標準自願醫保,10,Male
26,"2,560.00",中銀人壽標準自願醫保,10,Male
27,"2,602.00",中銀人壽標準自願醫保,10,Male
